,일자,시장평균_미국(달러)(통화대원),국채금리_미국국채(3개월)(%),국채금리_미국국채(6개월)(%),국채금리_미국국채(1년)(%),국채금리_미국국채(5년)(%),국채금리_미국국채(10년)(%),콜금리(1일물중개거래)(%),무담보콜금리(1일물 은행간직거래(%),무담보콜금리 전체(%),주택 ·수도 · 전기 및 연료(2020=100),시장금리:국채(국민주택채권1종5년)(%),전국(2022.01=100),장단기금리차(2020=100),한은소비자동향조사(CSI)_소비자심리지수(Pt),미국 SP 500 Index(종가)(Pt),건설기성액(실질)(2020=100),건설수주(백만원),건설수주액(실질)(2020=100),건설투자(%)
354,191221,1164.5,1.579,1.575,1.524,1.734,1.919,1.28,1.28,1.28,100.05,1.613,79.77573,0.08,101.5,3221.22,10020.8,13752803,14406.7,-4.6
355,191222,1164.5,1.582,1.58,1.521,1.735,1.921,1.28,1.28,1.28,100.05,1.613,79.77573,0.08,101.5,3221.22,10020.8,13752803,14406.7,-4.6
356,191223,1162.6,1.574,1.598,1.536,1.746,1.928,1.29,1.28,1.28,100.05,1.594,79.77573,0.08,101.5,3224.01,10020.8,13752803,14406.7,-4.6
357,191224,1161.7,1.579,1.609,1.531,1.712,1.903,1.3,1.28,1.28,100.05,1.585,79.77573,0.08,101.5,3223.38,10020.8,13752803,14406.7,-4.6
358,191225,1161.7,1.582,1.619,1.531,1.735,1.907,1.3,1.28,1.28,100.05,1.585,79.77573,0.08,101.5,3223.38,10020.8,13752803,14406.7,-4.6
359,191226,1163.7,1.577,1.606,1.529,1.719,1.894,1.31,1.28,1.28,100.05,1.591,79.77573,0.08,101.5,3239.91,10020.8,13752803,14406.7,-4.6
360,191227,1161.2,1.564,1.583,1.508,1.678,1.877,1.31,1.28,1.28,100.05,1.609,79.77573,0.08,101.5,3240.02,10020.8,13752803,14406.7,-4.6
361,191228,1161.2,1.564,1.583,1.508,1.678,1.877,1.31,1.28,1.28,100.05,1.609,79.77573,0.08,101.5,3240.02,10020.8,13752803,14406.7,-4.6
362,191229,1161.2,1.559,1.583,1.508,1.676,1.873,1.31,1.28,1.28,100.05,1.609,79.77573,0.08,101.5,3240.02,10020.8,13752803,14406.7,-4.6
363,191230,1160.9,1.541,1.585,1.521,1.676,1.886,1.31,1.28,1.28,100.05,1.606,79.77573,0.08,101.5,3221.29,10020.8,13752803,14406.7,-4.6
364,191231,1157.8,1.556,1.583,1.582,1.693,1.919,1.39,1.28,1.28,100.215,1.606,80.05393,0.2,101.1,3230.78,10165.7,26932542,14365.2,-1.7
365,200101,1157.8,1.556,1.588,1.579,1.693,1.921,1.39,1.28,1.28,100.215,1.606,80.05393,0.2,101.1,3230.78,10165.7,26932542,14365.2,-1.7
366,200102,1157.8,1.533,1.578,1.576,1.667,1.877,1.3,1.28,1.28,100.215,1.57,80.05393,0.2,101.1,3257.85,10165.7,26932542,14365.2,-1.7
367,200103,1156.9,1.52,1.547,1.542,1.595,1.793,1.27,1.28,1.28,100.215,1.503,80.05393,0.2,101.1,3234.85,10165.7,26932542,14365.2,-1.7
368,200104,1156.9,1.52,1.547,1.542,1.595,1.793,1.27,1.28,1.28,100.215,1.503,80.05393,0.2,101.1,3234.85,10165.7,26932542,14365.2,-1.7
369,200105,1156.9,1.531,1.565,1.558,1.568,1.767,1.27,1.28,1.28,100.215,1.503,80.05393,0.2,101.1,3234.85,10165.7,26932542,14365.2,-1.7
370,200106,1162.7,1.538,1.554,1.548,1.607,1.809,1.29,1.28,1.28,100.215,1.49,80.05393,0.2,101.1,3246.28,10165.7,26932542,14365.2,-1.7
371,200107,1169.6,1.551,1.555,1.537,1.604,1.811,1.27,1.28,1.28,100.215,1.55,80.05393,0.2,101.1,3237.18,10165.7,26932542,14365.2,-1.7
372,200108,1165.3,1.544,1.555,1.54,1.665,1.874,1.25,1.28,1.28,100.215,1.574,80.05393,0.2,101.1,3253.05,10165.7,26932542,14365.2,-1.7
373,200109,1174.1,1.541,1.552,1.537,1.651,1.855,1.28,1.28,1.28,100.215,1.626,80.05393,0.2,101.1,3274.7,10165.7,26932542,14365.2,-1.7
374,200110,1160,1.538,1.547,1.524,1.633,1.82,1.28,1.28,1.28,100.215,1.644,80.05393,0.2,101.1,3265.35,10165.7,26932542,14365.2,-1.7
375,200111,1160,1.538,1.547,1.524,1.633,1.82,1.28,1.28,1.28,100.215,1.644,80.05393,0.2,101.1,3265.35,10165.7,26932542,14365.2,-1.7
376,200112,1160,1.538,1.549,1.526,1.633,1.82,1.28,1.28,1.28,100.215,1.644,80.05393,0.2,101.1,3265.35,10165.7,26932542,14365.2,-1.7
377,200113,1161.1,1.564,1.573,1.532,1.651,1.848,1.29,1.28,1.28,100.215,1.644,80.05393,0.2,101.1,3288.13,10165.7,26932542,14365.2,-1.7
378,200114,1155.7,1.572,1.57,1.534,1.618,1.813,1.27,1.28,1.28,100.215,1.613,80.05393,0.2,101.1,3283.15,10165.7,26932542,14365.2,-1.7
379,200115,1153.1,1.569,1.573,1.544,1.602,1.786,1.27,1.28,1.28,100.215,1.605,80.05393,0.2,101.1,3289.29,10165.7,26932542,14365.2,-1.7
380,200116,1158.8,1.559,1.562,1.547,1.625,1.809,1.27,1.28,1.28,100.215,1.631,80.05393,0.2,101.1,3316.81,10165.7,26932542,14365.2,-1.7
381,200117,1159.6,1.561,1.565,1.555,1.623,1.825,1.28,1.28,1.28,100.215,1.638,80.05393,0.2,101.1,3329.62,10165.7,26932542,14365.2,-1.7
382,200118,1159.6,1.561,1.565,1.555,1.623,1.825,1.28,1.28,1.28,100.215,1.638,80.05393,0.2,101.1,3329.62,10165.7,26932542,14365.2,-1.7
383,200119,1159.6,1.561,1.565,1.555,1.623,1.825,1.28,1.28,1.28,100.215,1.638,80.05393,0.2,101.1,3329.62,10165.7,26932542,14365.2,-1.7
384,200120,1158.8,1.559,1.567,1.555,1.62,1.823,1.28,1.28,1.28,100.215,1.668,80.05393,0.2,101.1,3329.62,10165.7,26932542,14365.2,-1.7
385,200121,1158.8,1.556,1.56,1.536,1.575,1.774,1.29,1.28,1.28,100.215,1.614,80.05393,0.2,101.1,3320.79,10165.7,26932542,14365.2,-1.7
386,200122,1164.7,1.554,1.56,1.544,1.575,1.769,1.28,1.28,1.28,100.215,1.642,80.05393,0.2,101.1,3321.75,10165.7,26932542,14365.2,-1.7
387,200123,1165.1,1.556,1.562,1.555,1.544,1.731,1.28,1.28,1.28,100.215,1.628,80.05393,0.2,101.1,3325.54,10165.7,26932542,14365.2,-1.7
388,200124,1165.1,1.531,1.539,1.539,1.509,1.686,1.28,1.28,1.28,100.215,1.628,80.05393,0.2,101.1,3295.47,10165.7,26932542,14365.2,-1.7
389,200125,1165.1,1.531,1.539,1.539,1.509,1.686,1.28,1.28,1.28,100.215,1.628,80.05393,0.2,101.1,3295.47,10165.7,26932542,14365.2,-1.7
390,200126,1165.1,1.531,1.544,1.544,1.45,1.629,1.28,1.28,1.28,100.215,1.628,80.05393,0.2,101.1,3295.47,10165.7,26932542,14365.2,-1.7
391,200127,1165.1,1.546,1.549,1.541,1.445,1.613,1.28,1.28,1.28,100.215,1.628,80.05393,0.2,101.1,3243.63,10165.7,26932542,14365.2,-1.7
392,200128,1167.2,1.572,1.575,1.544,1.484,1.661,1.26,1.28,1.28,100.215,1.546,80.05393,0.2,101.1,3276.24,10165.7,26932542,14365.2,-1.7
393,200129,1176.7,1.562,1.573,1.511,1.404,1.581,1.25,1.28,1.28,100.215,1.523,80.05393,0.2,101.1,3273.4,10165.7,26932542,14365.2,-1.7
394,200130,1176,1.569,1.56,1.478,1.409,1.591,1.24,1.28,1.28,100.215,1.492,80.05393,0.2,101.1,3283.66,10165.7,26932542,14365.2,-1.7
395,200131,1183.5,1.554,1.542,1.444,1.315,1.505,1.25,1.27,1.27,100.17,1.491,80.33666,0.24,105,3225.52,10298.7,10102160,13396.6,-1.7
396,200201,1183.5,1.554,1.542,1.444,1.315,1.505,1.25,1.27,1.27,100.17,1.491,80.33666,0.24,105,3225.52,10298.7,10102160,13396.6,-1.7
397,200202,1183.5,1.559,1.542,1.446,1.323,1.515,1.25,1.27,1.27,100.17,1.491,80.33666,0.24,105,3225.52,10298.7,10102160,13396.6,-1.7
398,200203,1187.8,1.579,1.557,1.459,1.349,1.526,1.22,1.27,1.27,100.17,1.478,80.33666,0.24,105,3248.92,10298.7,10102160,13396.6,-1.7
399,200204,1196,1.574,1.565,1.485,1.422,1.603,1.22,1.27,1.27,100.17,1.537,80.33666,0.24,105,3297.59,10298.7,10102160,13396.6,-1.7
400,200205,1189.4,1.562,1.568,1.495,1.463,1.649,1.23,1.27,1.27,100.17,1.509,80.33666,0.24,105,3334.69,10298.7,10102160,13396.6,-1.7
401,200206,1188.5,1.574,1.578,1.506,1.463,1.644,1.23,1.27,1.27,100.17,1.522,80.33666,0.24,105,3345.78,10298.7,10102160,13396.6,-1.7
402,200207,1181.4,1.564,1.567,1.487,1.404,1.582,1.22,1.27,1.27,100.17,1.499,80.33666,0.24,105,3327.71,10298.7,10102160,13396.6,-1.7
403,200208,1181.4,1.564,1.567,1.487,1.404,1.582,1.22,1.27,1.27,100.17,1.499,80.33666,0.24,105,3327.71,10298.7,10102160,13396.6,-1.7
404,200209,1181.4,1.566,1.567,1.485,1.382,1.559,1.22,1.27,1.27,100.17,1.499,80.33666,0.24,105,3327.71,10298.7,10102160,13396.6,-1.7
405,200210,1187.2,1.566,1.541,1.464,1.38,1.563,1.24,1.27,1.27,100.17,1.507,80.33666,0.24,105,3352.09,10298.7,10102160,13396.6,-1.7
406,200211,1189.8,1.579,1.55,1.482,1.422,1.602,1.26,1.27,1.27,100.17,1.506,80.33666,0.24,105,3357.75,10298.7,10102160,13396.6,-1.7
407,200212,1184.1,1.577,1.557,1.493,1.454,1.637,1.26,1.27,1.27,100.17,1.517,80.33666,0.24,105,3379.45,10298.7,10102160,13396.6,-1.7
408,200213,1179.8,1.587,1.56,1.493,1.442,1.619,1.26,1.27,1.27,100.17,1.502,80.33666,0.24,105,3373.94,10298.7,10102160,13396.6,-1.7
409,200214,1181.5,1.577,1.554,1.477,1.418,1.588,1.24,1.27,1.27,100.17,1.553,80.33666,0.24,105,3380.16,10298.7,10102160,13396.6,-1.7
410,200215,1181.5,1.577,1.554,1.477,1.418,1.588,1.24,1.27,1.27,100.17,1.553,80.33666,0.24,105,3380.16,10298.7,10102160,13396.6,-1.7
411,200216,1181.5,1.577,1.554,1.477,1.418,1.588,1.24,1.27,1.27,100.17,1.553,80.33666,0.24,105,3380.16,10298.7,10102160,13396.6,-1.7
412,200217,1183.5,1.577,1.552,1.482,1.409,1.578,1.24,1.27,1.27,100.17,1.533,80.33666,0.24,105,3380.16,10298.7,10102160,13396.6,-1.7
413,200218,1182.2,1.577,1.549,1.477,1.396,1.559,1.23,1.27,1.27,100.17,1.487,80.33666,0.24,105,3370.29,10298.7,10102160,13396.6,-1.7
414,200219,1188.1,1.579,1.555,1.482,1.409,1.568,1.24,1.27,1.27,100.17,1.49,80.33666,0.24,105,3386.15,10298.7,10102160,13396.6,-1.7
415,200220,1190.8,1.579,1.547,1.469,1.363,1.519,1.23,1.27,1.27,100.17,1.448,80.33666,0.24,105,3373.23,10298.7,10102160,13396.6,-1.7
416,200221,1197,1.559,1.523,1.44,1.322,1.473,1.23,1.27,1.27,100.17,1.395,80.33666,0.24,105,3337.75,10298.7,10102160,13396.6,-1.7
417,200222,1197,1.559,1.523,1.44,1.322,1.473,1.23,1.27,1.27,100.17,1.395,80.33666,0.24,105,3337.75,10298.7,10102160,13396.6,-1.7
418,200223,1197,1.559,1.523,1.438,1.322,1.473,1.23,1.27,1.27,100.17,1.395,80.33666,0.24,105,3337.75,10298.7,10102160,13396.6,-1.7
419,200224,1205.6,1.548,1.485,1.365,1.206,1.371,1.24,1.27,1.27,100.17,1.354,80.33666,0.24,105,3225.89,10298.7,10102160,13396.6,-1.7
420,200225,1217.7,1.531,1.454,1.318,1.185,1.355,1.25,1.27,1.27,100.17,1.375,80.33666,0.24,105,3128.21,10298.7,10102160,13396.6,-1.7
421,200226,1212.7,1.518,1.413,1.257,1.157,1.335,1.25,1.27,1.27,100.17,1.343,80.33666,0.24,105,3116.39,10298.7,10102160,13396.6,-1.7
422,200227,1216.8,1.454,1.315,1.172,1.08,1.274,1.23,1.27,1.27,100.17,1.4,80.33666,0.24,105,2978.76,10298.7,10102160,13396.6,-1.7
423,200228,1215.9,1.285,1.137,0.983,0.952,1.163,1.26,1.27,1.27,100.17,1.299,80.33666,0.24,105,2954.22,10298.7,10102160,13396.6,-1.7
424,200229,1215.9,1.285,1.137,0.983,0.952,1.163,1.26,1.24,1.24,100.76,1.299,80.63365,0.18,97.8,2954.22,10498,10780581,13980,-1.7
425,200301,1215.9,1.293,1.153,0.991,0.87,1.103,1.26,1.24,1.24,100.76,1.299,80.63365,0.18,97.8,2954.22,10498,10780581,13980,-1.7
426,200302,1215.3,1.169,1.027,0.885,0.931,1.152,1.26,1.24,1.24,100.76,1.328,80.63365,0.18,97.8,3090.23,10498,10780581,13980,-1.7
427,200303,1200.3,0.953,0.853,0.718,0.743,0.999,1.26,1.24,1.24,100.76,1.323,80.63365,0.18,97.8,3003.37,10498,10780581,13980,-1.7
428,200304,1191.4,0.706,0.664,0.577,0.786,1.055,1.25,1.24,1.24,100.76,1.239,80.63365,0.18,97.8,3130.12,10498,10780581,13980,-1.7
429,200305,1186.4,0.625,0.518,0.48,0.683,0.917,1.25,1.24,1.24,100.76,1.261,80.63365,0.18,97.8,3023.94,10498,10780581,13980,-1.7
430,200306,1185,0.475,0.404,0.385,0.613,0.773,1.24,1.24,1.24,100.76,1.291,80.63365,0.18,97.8,2972.37,10498,10780581,13980,-1.7
431,200307,1185,0.475,0.404,0.385,0.613,0.773,1.24,1.24,1.24,100.76,1.291,80.63365,0.18,97.8,2972.37,10498,10780581,13980,-1.7
432,200308,1185,0.529,0.414,0.395,0.401,0.502,1.24,1.24,1.24,100.76,1.291,80.63365,0.18,97.8,2972.37,10498,10780581,13980,-1.7
433,200309,1191.4,0.383,0.368,0.29,0.501,0.559,1.26,1.24,1.24,100.76,1.239,80.63365,0.18,97.8,2746.56,10498,10780581,13980,-1.7
434,200310,1201.4,0.426,0.419,0.4,0.67,0.8,1.25,1.24,1.24,100.76,1.304,80.63365,0.18,97.8,2882.23,10498,10780581,13980,-1.7
435,200311,1196.7,0.434,0.394,0.403,0.702,0.877,1.24,1.24,1.24,100.76,1.312,80.63365,0.18,97.8,2741.38,10498,10780581,13980,-1.7
436,200312,1192.8,0.327,0.358,0.359,0.613,0.812,1.25,1.24,1.24,100.76,1.313,80.63365,0.18,97.8,2480.64,10498,10780581,13980,-1.7
437,200313,1202,0.276,0.363,0.367,0.731,0.983,1.25,1.24,1.24,100.76,1.439,80.63365,0.18,97.8,2711.02,10498,10780581,13980,-1.7
438,200314,1202,0.276,0.363,0.367,0.731,0.983,1.25,1.24,1.24,100.76,1.439,80.63365,0.18,97.8,2711.02,10498,10780581,13980,-1.7
439,200315,1202,0.193,0.4,0.306,0.458,0.681,1.25,1.24,1.24,100.76,1.439,80.63365,0.18,97.8,2711.02,10498,10780581,13980,-1.7
440,200316,1222.2,0.223,0.294,0.283,0.506,0.74,1.27,1.24,1.24,100.76,1.384,80.63365,0.18,97.8,2386.13,10498,10780581,13980,-1.7
441,200317,1219.6,0.208,0.239,0.265,0.737,1.069,0.76,1.24,1.24,100.76,1.329,80.63365,0.18,97.8,2529.19,10498,10780581,13980,-1.7
442,200318,1241.2,0.02,0.076,0.188,0.794,1.183,0.73,1.24,1.24,100.76,1.389,80.63365,0.18,97.8,2398.1,10498,10780581,13980,-1.7
443,200319,1237.8,0.063,0.046,0.16,0.71,1.158,0.72,1.24,1.24,100.76,1.558,80.63365,0.18,97.8,2409.39,10498,10780581,13980,-1.7
444,200320,1280.1,0.038,0.048,0.14,0.481,0.885,0.73,1.24,1.24,100.76,1.514,80.63365,0.18,97.8,2304.92,10498,10780581,13980,-1.7
445,200321,1280.1,0.038,0.048,0.14,0.481,0.885,0.73,1.24,1.24,100.76,1.514,80.63365,0.18,97.8,2304.92,10498,10780581,13980,-1.7
446,200322,1280.1,0.031,0.051,0.132,0.421,0.793,0.73,1.24,1.24,100.76,1.514,80.63365,0.18,97.8,2304.92,10498,10780581,13980,-1.7
447,200323,1254.1,0.03,0.048,0.165,0.406,0.763,0.73,1.24,1.24,100.76,1.589,80.63365,0.18,97.8,2237.4,10498,10780581,13980,-1.7
448,200324,1274.6,0.028,0.094,0.244,0.53,0.858,0.72,1.24,1.24,100.76,1.565,80.63365,0.18,97.8,2447.33,10498,10780581,13980,-1.7
449,200325,1256,-0.046,0.043,0.193,0.522,0.869,0.73,1.24,1.24,100.76,1.543,80.63365,0.18,97.8,2475.56,10498,10780581,13980,-1.7
450,200326,1230.7,-0.035,0.018,0.129,0.527,0.848,0.73,1.24,1.24,100.76,1.437,80.63365,0.18,97.8,2630.07,10498,10780581,13980,-1.7
451,200327,1227.9,0.015,0.025,0.124,0.4,0.676,0.75,1.24,1.24,100.76,1.424,80.63365,0.18,97.8,2541.47,10498,10780581,13980,-1.7
452,200328,1227.9,0.015,0.025,0.124,0.4,0.676,0.75,1.24,1.24,100.76,1.424,80.63365,0.18,97.8,2541.47,10498,10780581,13980,-1.7
453,200329,1227.9,0.02,0.015,0.124,0.386,0.665,0.75,1.24,1.24,100.76,1.424,80.63365,0.18,97.8,2541.47,10498,10780581,13980,-1.7
454,200330,1212.4,0.053,0.084,0.14,0.416,0.726,0.76,1.24,1.24,100.76,1.473,80.63365,0.18,97.8,2626.65,10498,10780581,13980,-1.7
455,200331,1222.6,0.132,0.129,0.152,0.374,0.668,0.8,0.98,0.98,100.68,1.45,81.0838,0.21,79.9,2584.59,10511.1,12168031,12792.9,-1.7
456,200401,1220,0.074,0.134,0.157,0.372,0.602,0.76,0.98,0.98,100.68,1.477,81.0838,0.21,79.9,2470.5,10511.1,12168031,12792.9,-1.7
457,200402,1222.2,0.096,0.15,0.15,0.384,0.611,0.74,0.98,0.98,100.68,1.451,81.0838,0.21,79.9,2526.9,10511.1,12168031,12792.9,-1.7
458,200403,1237.6,0.106,0.15,0.15,0.386,0.599,0.73,0.98,0.98,100.68,1.475,81.0838,0.21,79.9,2488.65,10511.1,12168031,12792.9,-1.7
459,200404,1237.6,0.106,0.15,0.15,0.386,0.599,0.73,0.98,0.98,100.68,1.475,81.0838,0.21,79.9,2488.65,10511.1,12168031,12792.9,-1.7
460,200405,1237.6,0.091,0.152,0.147,0.391,0.613,0.73,0.98,0.98,100.68,1.475,81.0838,0.21,79.9,2488.65,10511.1,12168031,12792.9,-1.7
461,200406,1229.8,0.178,0.214,0.173,0.448,0.678,0.75,0.98,0.98,100.68,1.448,81.0838,0.21,79.9,2663.68,10511.1,12168031,12792.9,-1.7
462,200407,1233.4,0.15,0.211,0.198,0.468,0.726,0.74,0.98,0.98,100.68,1.454,81.0838,0.21,79.9,2659.41,10511.1,12168031,12792.9,-1.7
463,200408,1222.4,0.198,0.233,0.236,0.471,0.771,0.73,0.98,0.98,100.68,1.409,81.0838,0.21,79.9,2749.98,10511.1,12168031,12792.9,-1.7
464,200409,1219.7,0.236,0.246,0.249,0.411,0.729,0.73,0.98,0.98,100.68,1.357,81.0838,0.21,79.9,2789.82,10511.1,12168031,12792.9,-1.7
465,200410,1216.4,0.236,0.246,0.249,0.411,0.729,0.73,0.98,0.98,100.68,1.35,81.0838,0.21,79.9,2789.82,10511.1,12168031,12792.9,-1.7
466,200411,1216.4,0.236,0.246,0.249,0.411,0.729,0.73,0.98,0.98,100.68,1.35,81.0838,0.21,79.9,2789.82,10511.1,12168031,12792.9,-1.7
467,200412,1216.4,0.27,0.303,0.282,0.411,0.725,0.73,0.98,0.98,100.68,1.35,81.0838,0.21,79.9,2789.82,10511.1,12168031,12792.9,-1.7
468,200413,1212.3,0.231,0.269,0.269,0.455,0.77,0.75,0.98,0.98,100.68,1.377,81.0838,0.21,79.9,2761.63,10511.1,12168031,12792.9,-1.7
469,200414,1218.7,0.208,0.231,0.241,0.422,0.75,0.74,0.98,0.98,100.68,1.379,81.0838,0.21,79.9,2846.06,10511.1,12168031,12792.9,-1.7
470,200415,1218.7,0.157,0.195,0.19,0.339,0.635,0.74,0.98,0.98,100.68,1.379,81.0838,0.21,79.9,2783.36,10511.1,12168031,12792.9,-1.7
471,200416,1216.7,0.147,0.18,0.178,0.352,0.617,0.73,0.98,0.98,100.68,1.344,81.0838,0.21,79.9,2799.55,10511.1,12168031,12792.9,-1.7
472,200417,1227.5,0.124,0.17,0.167,0.358,0.642,0.74,0.98,0.98,100.68,1.374,81.0838,0.21,79.9,2874.56,10511.1,12168031,12792.9,-1.7
473,200418,1227.5,0.124,0.17,0.167,0.358,0.642,0.74,0.98,0.98,100.68,1.374,81.0838,0.21,79.9,2874.56,10511.1,12168031,12792.9,-1.7
474,200419,1227.5,0.137,0.172,0.165,0.358,0.643,0.74,0.98,0.98,100.68,1.374,81.0838,0.21,79.9,2874.56,10511.1,12168031,12792.9,-1.7
475,200420,1219.3,0.101,0.145,0.157,0.35,0.616,0.75,0.98,0.98,100.68,1.371,81.0838,0.21,79.9,2823.16,10511.1,12168031,12792.9,-1.7
476,200421,1218.7,0.109,0.147,0.145,0.331,0.566,0.75,0.98,0.98,100.68,1.389,81.0838,0.21,79.9,2736.56,10511.1,12168031,12792.9,-1.7
477,200422,1231.3,0.104,0.142,0.165,0.364,0.618,0.74,0.98,0.98,100.68,1.426,81.0838,0.21,79.9,2799.31,10511.1,12168031,12792.9,-1.7
478,200423,1235.2,0.109,0.145,0.173,0.37,0.603,0.74,0.98,0.98,100.68,1.433,81.0838,0.21,79.9,2797.8,10511.1,12168031,12792.9,-1.7
479,200424,1232,0.122,0.142,0.17,0.375,0.605,0.74,0.98,0.98,100.68,1.422,81.0838,0.21,79.9,2836.74,10511.1,12168031,12792.9,-1.7
480,200425,1232,0.122,0.142,0.17,0.375,0.605,0.74,0.98,0.98,100.68,1.422,81.0838,0.21,79.9,2836.74,10511.1,12168031,12792.9,-1.7
481,200426,1232,0.132,0.147,0.17,0.377,0.605,0.74,0.98,0.98,100.68,1.422,81.0838,0.21,79.9,2836.74,10511.1,12168031,12792.9,-1.7
482,200427,1235.8,0.114,0.142,0.178,0.405,0.664,0.73,0.98,0.98,100.68,1.443,81.0838,0.21,79.9,2878.48,10511.1,12168031,12792.9,-1.7
483,200428,1230.3,0.106,0.14,0.167,0.377,0.616,0.73,0.98,0.98,100.68,1.446,81.0838,0.21,79.9,2863.39,10511.1,12168031,12792.9,-1.7
484,200429,1225.2,0.101,0.127,0.165,0.367,0.628,0.76,0.98,0.98,100.68,1.412,81.0838,0.21,79.9,2939.51,10511.1,12168031,12792.9,-1.7
485,200430,1225.2,0.106,0.114,0.167,0.366,0.646,0.76,0.74,0.74,100.56,1.412,81.26956,0.31,72.5,2912.43,10398.5,8620626,11704.8,-1.7
486,200501,1225.2,0.109,0.122,0.167,0.353,0.618,0.76,0.74,0.74,100.56,1.412,81.26956,0.31,72.5,2830.71,10398.5,8620626,11704.8,-1.7
487,200502,1225.2,0.109,0.122,0.167,0.353,0.618,0.76,0.74,0.74,100.56,1.412,81.26956,0.31,72.5,2830.71,10398.5,8620626,11704.8,-1.7
488,200503,1225.2,0.117,0.124,0.168,0.353,0.618,0.76,0.74,0.74,100.56,1.412,81.26956,0.31,72.5,2830.71,10398.5,8620626,11704.8,-1.7
489,200504,1218.5,0.104,0.119,0.165,0.361,0.631,0.71,0.74,0.74,100.56,1.385,81.26956,0.31,72.5,2842.74,10398.5,8620626,11704.8,-1.7
490,200505,1218.5,0.122,0.145,0.162,0.375,0.662,0.71,0.74,0.74,100.56,1.385,81.26956,0.31,72.5,2868.44,10398.5,8620626,11704.8,-1.7
491,200506,1227.8,0.119,0.145,0.162,0.373,0.709,0.72,0.74,0.74,100.56,1.396,81.26956,0.31,72.5,2848.42,10398.5,8620626,11704.8,-1.7
492,200507,1223.3,0.106,0.14,0.142,0.305,0.639,0.71,0.74,0.74,100.56,1.382,81.26956,0.31,72.5,2881.19,10398.5,8620626,11704.8,-1.7
493,200508,1226.5,0.117,0.147,0.15,0.334,0.685,0.72,0.74,0.74,100.56,1.345,81.26956,0.31,72.5,2929.8,10398.5,8620626,11704.8,-1.7
494,200509,1226.5,0.117,0.147,0.15,0.334,0.685,0.72,0.74,0.74,100.56,1.345,81.26956,0.31,72.5,2929.8,10398.5,8620626,11704.8,-1.7
495,200510,1226.5,0.119,0.168,0.175,0.338,0.693,0.72,0.74,0.74,100.56,1.345,81.26956,0.31,72.5,2929.8,10398.5,8620626,11704.8,-1.7
496,200511,1217.7,0.119,0.165,0.16,0.35,0.707,0.73,0.74,0.74,100.56,1.363,81.26956,0.31,72.5,2930.32,10398.5,8620626,11704.8,-1.7
497,200512,1217.8,0.134,0.16,0.16,0.326,0.667,0.73,0.74,0.74,100.56,1.32,81.26956,0.31,72.5,2870.12,10398.5,8620626,11704.8,-1.7
498,200513,1226.7,0.122,0.155,0.155,0.319,0.654,0.72,0.74,0.74,100.56,1.29,81.26956,0.31,72.5,2820,10398.5,8620626,11704.8,-1.7
499,200514,1226.3,0.122,0.152,0.157,0.3,0.617,0.72,0.74,0.74,100.56,1.297,81.26956,0.31,72.5,2852.5,10398.5,8620626,11704.8,-1.7
500,200515,1227.9,0.124,0.152,0.147,0.311,0.644,0.71,0.74,0.74,100.56,1.297,81.26956,0.31,72.5,2863.7,10398.5,8620626,11704.8,-1.7
501,200516,1227.9,0.124,0.152,0.147,0.311,0.644,0.71,0.74,0.74,100.56,1.297,81.26956,0.31,72.5,2863.7,10398.5,8620626,11704.8,-1.7
502,200517,1227.9,0.119,0.145,0.15,0.307,0.643,0.71,0.74,0.74,100.56,1.297,81.26956,0.31,72.5,2863.7,10398.5,8620626,11704.8,-1.7
503,200518,1229.3,0.122,0.152,0.165,0.372,0.726,0.71,0.74,0.74,100.56,1.303,81.26956,0.31,72.5,2953.91,10398.5,8620626,11704.8,-1.7
504,200519,1231.6,0.129,0.155,0.157,0.335,0.692,0.73,0.74,0.74,100.56,1.304,81.26956,0.31,72.5,2922.94,10398.5,8620626,11704.8,-1.7
505,200520,1224.5,0.124,0.15,0.16,0.345,0.69,0.72,0.74,0.74,100.56,1.28,81.26956,0.31,72.5,2971.61,10398.5,8620626,11704.8,-1.7
506,200521,1227.8,0.122,0.147,0.165,0.345,0.68,0.73,0.74,0.74,100.56,1.266,81.26956,0.31,72.5,2948.51,10398.5,8620626,11704.8,-1.7
507,200522,1230.7,0.122,0.152,0.165,0.333,0.657,0.72,0.74,0.74,100.56,1.254,81.26956,0.31,72.5,2955.45,10398.5,8620626,11704.8,-1.7
508,200523,1230.7,0.122,0.152,0.165,0.333,0.657,0.72,0.74,0.74,100.56,1.254,81.26956,0.31,72.5,2955.45,10398.5,8620626,11704.8,-1.7
509,200524,1230.7,0.122,0.152,0.165,0.333,0.657,0.72,0.74,0.74,100.56,1.254,81.26956,0.31,72.5,2955.45,10398.5,8620626,11704.8,-1.7
510,200525,1236.2,0.122,0.175,0.162,0.337,0.659,0.72,0.74,0.74,100.56,1.226,81.26956,0.31,72.5,2955.45,10398.5,8620626,11704.8,-1.7
511,200526,1242,0.129,0.152,0.173,0.346,0.695,0.72,0.74,0.74,100.56,1.246,81.26956,0.31,72.5,2991.77,10398.5,8620626,11704.8,-1.7
512,200527,1237.1,0.142,0.173,0.183,0.353,0.695,0.74,0.74,0.74,100.56,1.26,81.26956,0.31,72.5,3036.13,10398.5,8620626,11704.8,-1.7
